"Feature","NIT_1","NIT_2","NIT_3","CTL_1","CTL_2","CTL_3"
"MOB4",274,327,247,262,228,195
"MOCOS",224,113,82,241,28,23
"MOCS1",203,207,271,408,320,282
"MOCS2",624,693,716,724,623,651
"MOCS3",78,94,88,77,75,68
"MOG",13,9,20,8,15,3
"MOGAT2",2,4,2,4,1,2
"MOK",19,18,18,7,7,4
"MON1A",102,116,104,200,134,127
"MON1B",130,121,114,210,132,130
"MORC1",1,0,2,2,1,1
"MORC2",221,169,204,183,148,153
"MORC3",356,333,352,325,287,215
"MORF4L1",1644,1549,1500,1680,1521,1286
"MORF4L2",2258,2181,2083,1747,1653,1324
"MORN1",12,4,8,12,10,8
"MORN2",13,17,13,16,19,15
"MORN4",10,8,11,1,4,3
"MOSPD1",27,36,31,52,44,33
"MOSPD2",302,312,327,414,286,242
"MOSPD3",328,384,346,600,577,393
"MOV10",421,386,357,261,278,152
"MPDU1",344,400,361,485,566,365
"MPDZ",173,225,215,343,316,282
"MPEG1",2835,2832,2613,2451,1401,1322
"MPG",32,41,36,71,69,46
"MPHOSPH10",271,329,288,305,234,164
"MPHOSPH8",238,195,234,593,422,376
"MPHOSPH9",56,60,79,42,46,42
"MPI",68,53,76,68,31,25
"MPP2",5,1,7,4,2,1
"MPP4",2,3,6,2,2,1
"MPP5",130,138,195,192,171,130
"MPP6",669,699,737,950,880,810
"MPPE1",124,163,142,228,260,190
"MPPED1",17,1,1,35,10,5
"MPPED2",1,1,0,5,1,0
"MPRIP",1403,1324,1297,1252,1372,818
"MPST",670,893,683,1008,1079,815
"MPV17L",226,211,215,232,261,228
"MPV17L2",166,133,156,129,141,131
"MPZL1",100,78,80,60,99,42
"MPZL2",63,65,37,35,31,29
"MPZL3",21,23,23,23,32,14
"MR1",9,3,4,2,6,2
"MRAP",3,4,3,1,1,0
"MRAS",162,124,132,114,110,35
"MRC1",1315,1221,1185,1494,1293,645
"MRC2",52,20,45,16,27,16
"MRE11A",100,114,107,140,112,93
"MREG",348,497,346,1258,958,708
"MRF",393,346,411,828,554,439
"MRFAP1",1825,1855,1730,1540,1767,1308
"MRGPRF",14,6,10,7,1,1
"MRI1",97,126,117,199,187,152
"MRM1",74,64,76,75,51,71
"MRP63",129,137,130,185,157,121
"MRPL1",218,232,171,196,176,147
"MRPL10",389,397,392,450,444,348
"MRPL12",502,605,524,517,438,498
"MRPL13",162,185,176,196,168,142
"MRPL14",124,173,136,247,239,146
"MRPL15",260,336,325,408,454,325
"MRPL16",276,354,301,393,374,306
"MRPL17",680,664,646,544,563,470
"MRPL18",178,209,256,254,230,171
"MRPL19",108,123,107,120,134,110
"MRPL2",200,197,219,321,291,227
"MRPL20",264,272,258,356,328,273
"MRPL21",126,102,118,118,110,97
"MRPL22",149,172,180,220,203,147
"MRPL23",162,146,146,193,190,159
"MRPL27",366,349,348,412,389,288
"MRPL3",311,322,314,388,353,307
"MRPL30",160,185,152,241,233,185
"MRPL32",197,223,189,270,212,177
"MRPL34",75,73,75,169,159,139
"MRPL35",171,187,164,202,189,147
"MRPL36",157,156,137,161,155,136
"MRPL37",456,468,426,494,523,419
"MRPL38",213,245,227,208,213,201
"MRPL4",375,354,370,466,433,303
"MRPL40",55,58,75,76,64,56
"MRPL41",87,107,99,140,132,97
"MRPL42",179,162,198,219,206,168
"MRPL43",262,257,248,394,429,325
"MRPL44",166,148,162,218,220,190
"MRPL45",258,244,261,214,177,149
"MRPL46",161,197,178,176,156,140
"MRPL47",100,108,99,107,70,94
"MRPL48",172,208,176,190,196,129
"MRPL49",64,59,68,69,48,46
"MRPL50",235,193,245,270,248,230
"MRPL51",335,307,346,436,349,299
"MRPL52",414,437,357,474,539,374
"MRPL53",213,211,199,207,241,182
"MRPL54",346,291,253,319,307,282
"MRPL55",137,104,111,103,114,94
"MRPS10",28,34,33,42,23,25
"MRPS11",168,176,167,191,210,206
"MRPS12",229,210,203,219,224,163
"MRPS14",204,225,225,228,222,219
"MRPS15",276,276,254,317,241,255
"MRPS16",278,276,234,308,298,247
"MRPS17",144,144,129,195,170,161
"MRPS18A",233,246,234,262,267,205
"MRPS18B",473,492,433,548,410,405
"MRPS18C",139,151,152,174,186,165
"MRPS2",356,349,320,359,245,316
"MRPS21",117,121,108,161,125,114
"MRPS23",321,316,305,351,308,277
"MRPS24",159,178,169,240,196,180
"MRPS25",225,188,200,229,218,210
"MRPS26",173,205,209,244,238,196
"MRPS27",141,154,157,195,164,108
"MRPS28",40,50,41,47,38,36
"MRPS30",243,271,249,279,223,217
"MRPS31",213,226,224,230,161,173
"MRPS33",158,150,157,213,196,163
"MRPS34",373,414,350,350,377,347
"MRPS35",269,269,273,303,239,321
"MRPS36",136,132,126,125,130,107
"MRPS5",290,280,259,309,282,229
"MRPS9",285,348,279,372,375,300
"MRRF",240,248,224,312,291,248
"MRS2",102,140,102,140,124,124
"MRTO4",201,161,194,136,127,116
"MRVI1",150,78,140,63,79,55
"MS4A1",6,5,4,9,12,3
"MS4A2",13,17,16,7,4,4
"MS4A4C",13,13,15,3,1,1
"MS4A6B",412,321,326,152,94,75
"MS4A7",6,10,9,1,4,1
"MSC",7,6,13,1,0,5
"MSH2",169,167,177,164,143,118
"MSH3",135,152,127,239,194,144
"MSI1",12,4,10,1,3,0
"MSL1",410,342,388,520,567,393
"MSL3",338,327,306,362,282,287
"MSL3L2",23,21,22,7,12,13
"MSLN",158,12,55,31,68,47
"MSMO1",174,308,488,2116,2338,1972
"MSN",1363,947,1101,346,347,134
"MSR1",564,492,612,285,235,86
"MSRA",142,215,136,416,294,216
"MSRB2",170,194,190,318,366,220
"MST1",1648,1930,1956,2872,2662,2127
"MST1R",56,95,27,13,52,53
"MST4",17,9,16,3,6,0
"MSTO1",69,93,79,90,82,51
"MT1A",5984,6246,5019,4561,4186,5208
"MT2A",6884,7471,5250,2845,2694,5586
"MTA1",480,495,431,639,621,412
"MTA2",731,736,753,835,742,567
"MTAP",72,82,55,68,57,55
"MTCH1",737,658,709,667,720,463
"MTCH2",2043,2434,2259,3109,3083,2533
"MTDH",542,597,627,769,628,569
"MTERF",52,41,53,77,72,58
"MTERFD1",144,160,144,197,210,180
"MTERFD2",154,167,128,256,247,178
"MTERFD3",19,14,16,23,11,11
"MTF1",187,170,199,340,231,210
"MTF2",82,78,89,64,60,61
"MTFMT",98,95,98,168,129,110
"MTFR1",92,99,113,252,207,173
"MTHFD1",2116,2540,1917,2797,2814,1915
"MTHFD1L",101,53,82,5,14,7
"MTHFD2",199,117,125,16,13,7
"MTHFD2L",5,7,9,6,6,5
"MTHFS",489,465,578,970,843,560
"MTIF2",160,124,165,177,146,126
"MTL5",1,3,8,3,6,1
"MTM1",269,306,290,381,328,276
"MTMR1",357,298,318,494,430,380
"MTMR10",363,406,370,404,406,314
"MTMR11",64,42,58,22,29,30
"MTMR12",115,92,108,59,60,39
"MTMR14",316,344,300,475,412,336
"MTMR2",543,495,607,627,444,390
"MTMR3",624,549,614,800,760,446
"MTMR4",581,555,684,1347,1107,935
"MTMR6",434,380,386,476,350,299
"MTMR7",28,37,42,47,52,51
"MTMR9",100,86,124,119,89,82
"MTO1",47,61,49,50,53,33
"MTOR",731,701,807,886,790,684
"MTP18",128,153,122,258,225,245
"MTPAP",205,238,196,215,211,180
"MTPN",825,890,813,1039,1069,662
"MTR",219,167,189,295,272,213
"MTRF1L",62,53,48,101,69,61
"MTRR",203,236,179,342,366,244
"MTSS1",2268,2279,2512,2391,1192,1979
"MTSS1L",53,44,33,64,85,48
"MTTP",3099,3787,3944,3063,3114,2316
"MTUS1",1156,1260,1154,1320,1709,1415
"MTVR2",134,98,108,100,101,76
"MTX1",55,58,62,61,58,45
"MTX2",274,284,271,386,324,238
"MUC1",49,16,26,11,25,7
"MUCDHL",8,4,8,2,2,0
"MUDENG",104,131,130,147,143,106
"MUG1",38921,59354,44877,113235,121794,71738
"MUG2",2246,3761,2865,6247,6603,4133
"MUL1",283,256,284,353,317,300
"MUM1",68,53,79,77,80,60
"MUM1L1",4,2,9,3,14,1
"MUS81",45,39,32,42,45,35
"MUSK",3,3,5,4,0,1
"MUSTN1",27,8,19,11,9,7
"MUTED",148,116,136,191,166,116
"MUTYH",28,34,38,34,29,27
"MVD",55,59,77,236,244,183
"MVP",1685,1537,1422,670,555,473
"MX1",451,343,314,213,134,69
"MX2",393,513,376,481,432,155
"MXD1",232,202,176,105,100,76
"MXD3",18,13,23,2,12,2
"MXD4",222,227,238,356,344,242
"MXRA8",217,124,156,89,107,59
"MYADM",963,777,960,584,837,638
"MYADML2",0,2,0,1,4,1
"MYBBP1A",786,807,736,583,467,515
"MYBL1",113,156,94,8,12,7
"MYBL2",92,95,97,5,4,3
"MYBPC1",0,1,0,0,6,1
"MYBPC2",3,0,1,1,7,2
"MYBPH",5,3,3,3,2,3
"MYC",503,637,389,117,202,45
"MYCBP2",588,699,666,1055,727,556
"MYCL1",12,7,32,7,6,5
"MYCT1",87,84,90,43,54,25
"MYD88",364,317,318,420,463,322
"MYEF2",260,170,250,181,161,123
"MYEOV2",292,321,338,323,435,273
"MYG1",129,131,127,141,144,135
"MYH1",2,2,2,1,15,14
"MYH10",694,435,589,110,171,84
"MYH11",248,114,157,116,138,105
"MYH14",64,72,63,112,153,130
"MYH2",4,0,1,0,2,4
"MYH4",0,0,0,0,63,13
"MYH7B",55,45,41,45,38,20
"MYH9",7257,7083,6598,4473,5247,3134
"MYL1",1,0,0,0,25,5
"MYL12B",1065,896,967,761,807,592
"MYL6",2,6,7,3,4,1
"MYL6B",85,60,43,24,21,26
"MYL9",481,279,362,130,201,89
"MYLIP",262,154,203,110,80,56
"MYLK",1684,1590,1667,2274,1997,1596
"MYLK2",3,0,7,2,2,3
"MYLK3",2,0,1,12,17,3
"MYLPF",2,2,5,2,21,8
"MYNN",81,79,85,61,47,50
"MYO10",591,705,666,586,529,376
"MYO18A",994,1073,1030,1642,1733,1366
"MYO19",190,141,162,177,152,150
"MYO1B",1635,1628,1535,2044,1130,1707
"MYO1C",927,685,852,330,484,245
"MYO1D",543,532,602,920,950,674
"MYO1E",587,591,492,591,542,483
"MYO1F",587,457,515,98,85,32
"MYO1G",215,151,155,40,45,23
"MYO5A",164,171,172,49,21,22
"MYO5B",189,218,191,228,185,142
"MYO7A",109,113,116,69,97,62
"MYO7B",86,100,129,70,111,89
"MYO9A",73,90,89,86,71,50
"MYO9B",1204,951,1089,862,749,568
"MYOF",468,357,463,69,53,37
"MYOM1",17,16,27,17,13,21
"MYOZ1",1,1,2,1,4,3
"MYPN",4,1,2,1,1,1
"MYPOP",4,6,3,5,1,2
"MYRIP",10,7,6,3,3,0
"MYZAP",33,26,40,10,23,11
"MZB1",5,2,5,17,1,3
"MZF1",15,5,15,25,23,17
"MZT2B",60,47,59,39,61,59
"N4BP2L1",208,174,213,92,58,88
"N4BP2L2",306,328,309,344,319,207
"N4BP3",28,19,36,0,5,5
"N6AMT1",62,39,60,71,43,43
"N6AMT2",59,49,49,48,40,18
"NAA10",146,106,94,101,104,85
"NAA11",23,0,2,7,7,11
"NAA15",748,766,693,819,578,559
"NAA25",197,208,180,201,156,132
"NAA30",316,324,280,355,373,249
"NAA35",329,285,337,425,363,248
"NAA38",116,108,129,125,84,81
"NAA60",531,460,498,1004,981,764
"NAAA",131,65,87,37,21,12
"NAALAD2",10,5,0,1,2,1
"NAB1",815,765,775,713,749,599
"NAB2",463,374,391,253,208,211
"NACA",2618,2594,2384,2585,2248,1876
"NACAD",10,7,6,2,1,2
"NACC1",291,261,269,228,201,151
"NACC2",115,88,98,209,188,134
"NADK",2350,2380,2349,3133,3197,2318
"NADKD1",1721,1853,1787,3208,3013,2590
"NADSYN1",203,189,205,274,200,141
"NAE1",127,99,146,183,138,157
"NAF1",38,49,50,29,34,15
"NAGA",349,312,308,605,515,386
"NAGK",171,168,183,77,84,61
"NAGPA",119,74,104,177,130,106
"NAGS",815,847,706,985,824,831
"NALCN",1,3,3,1,0,1
"NAMPT",3156,2874,2201,906,919,1391
"NANP",123,99,114,152,124,108
"NANS",691,724,632,582,536,419
"NAP1L1",823,587,745,441,375,289
"NAP1L2",1,1,2,1,2,0
"NAP1L3",15,20,13,25,26,15
"NAP1L4",421,438,408,433,390,305
"NAP1L5",19,16,26,13,24,12
"NAPA",740,771,773,783,740,587
"NAPB",4,2,4,9,2,5
"NAPEPLD",16,23,14,16,33,5
"NAPG",430,395,411,540,378,411
"NAPRT1",580,770,640,735,645,638
"NAPSA",537,430,372,101,74,53
"NARF",555,426,554,533,668,535
"NARFL",183,192,159,216,196,171
"NARG2",68,54,61,70,72,52
"NARS",1254,1263,1199,1463,964,919
"NARS2",68,84,76,94,79,87
"NASP",261,207,266,193,182,143
"NAT1",193,222,216,308,350,197
"NAT11",155,117,134,100,93,76
"NAT13",257,318,264,327,278,319
"NAT14",15,8,5,11,14,8
"NAT2",21,24,11,20,27,16
"NAT5",204,219,193,172,152,135
"NAT8",35,41,37,64,188,116
"NAT8B",10,14,16,24,32,17
"NAT8L",11,5,3,1,1,0
"NAT9",160,153,148,194,177,121
"NAV2",936,1071,835,747,947,724
"NAV3",17,30,38,80,50,33
"NBL1",59,14,29,28,29,16
"NBN",327,335,344,382,294,224
"NBR1",2217,2376,2388,3484,2953,2788
"NCALD",266,232,243,297,130,113
"NCAM1",58,36,49,6,8,2
"NCAM2",7,3,4,3,0,0
"NCAPD3",129,108,150,76,79,42
"NCAPH2",340,297,346,335,255,186
"NCBP1",447,418,445,525,415,381
"NCDN",250,221,207,151,95,103
"NCF1",973,787,1030,103,76,54
"NCF2",102,39,52,9,5,11
"NCF4",138,119,128,31,27,22
"NCK1",262,261,260,313,296,186
"NCK2",107,72,67,36,42,32
"NCKAP1",1407,1382,1570,1990,1760,1326
"NCKAP1L",642,532,555,225,163,84
"NCKIPSD",79,69,74,46,64,38
"NCL",3080,2906,2987,2350,2242,1869
"NCLN",1244,1341,1421,1421,1413,1283
"NCOA1",325,321,307,431,377,233
"NCOA2",261,388,416,518,428,373
"NCOA4",2234,1979,2148,2326,1431,1420
"NCOA5",226,166,211,218,236,149
"NCOR2",1072,1071,1027,1045,1005,830
"NCR1",13,1,4,12,4,1
"NCR3",18,13,22,10,8,11
"NCS1",5,1,0,0,3,1
"NCSTN",986,874,1038,1001,994,693
"NDC80",45,31,35,5,8,0
"NDE1",165,156,166,166,115,91
"NDEL1",680,828,525,628,681,406
"NDFIP1",942,933,897,1367,1253,1037
"NDFIP2",714,743,671,949,748,675
"NDN",26,13,15,6,4,2
"NDNL2",123,137,134,160,185,122
"NDOR1",142,148,143,137,165,104
"NDRG1",943,496,517,75,82,51
"NDRG2",2952,3891,2979,10123,9079,6245
"NDRG3",48,41,46,63,39,19
"NDRG4",17,12,10,6,8,8
"NDST1",894,872,845,1690,2461,1178
"NDST2",361,369,389,519,524,423
"NDUFA1",375,405,337,505,468,367
"NDUFA10",129,132,190,259,255,181
"NDUFA11",578,666,579,744,828,603
"NDUFA12",334,374,340,319,331,270
"NDUFA2",327,359,345,387,458,359
"NDUFA4",1666,1923,1614,2402,2188,1788
"NDUFA5",371,341,317,337,324,319
"NDUFA6",642,679,684,1031,918,869
"NDUFA7",306,327,308,388,381,302
"NDUFA8",278,330,321,340,363,268
"NDUFA9",884,945,821,1072,1150,928
"NDUFAB1",528,580,551,603,555,480
"NDUFAF1",107,138,117,178,161,130
"NDUFAF3",158,164,168,149,145,145
"NDUFAF4",266,278,266,265,155,246
"NDUFB10",376,468,415,605,639,426
"NDUFB11",702,810,688,1001,909,710
"NDUFB2",448,503,435,627,550,407
"NDUFB3",171,198,186,235,209,220
"NDUFB4",138,107,118,212,235,136
"NDUFB5",465,536,510,712,697,621
"NDUFB6",312,350,277,406,364,318
"NDUFB7",357,417,361,521,501,431
"NDUFB8",733,677,602,916,758,507
"NDUFB9",852,949,848,1122,1048,898
"NDUFC2",342,373,332,369,334,277
"NDUFS1",1426,1512,1404,1418,1320,1057
"NDUFS2",1109,1173,1110,1493,1380,1154
"NDUFS3",473,594,531,634,705,573
"NDUFS4",405,479,415,415,395,312
"NDUFS5",55,40,52,51,66,41
"NDUFS6",144,181,140,211,224,151
"NDUFS7",396,524,407,579,645,503
"NDUFS8",473,492,458,593,595,457
"NDUFV1",1073,1142,1027,1441,1401,1081
"NDUFV2",880,1061,943,1132,1119,871
"NDUFV3",646,623,584,915,839,720
"NECAB1",1,0,4,0,4,1
"NECAB2",5,3,4,1,4,2
"NECAB3",1,2,2,1,1,0
"NECAP1",437,442,391,528,439,449
"NECAP2",301,209,264,212,197,139
"NEDD1",137,100,152,126,114,139
"NEDD4",3596,3287,3595,3889,3957,2765
"NEDD4L",624,708,661,786,1227,556
"NEDD8",578,608,579,500,495,427
"NEDD9",323,429,290,231,603,178
"NEFL",1,3,2,0,2,0
"NEGR1",16,5,11,40,59,18
"NEIL1",42,54,52,104,97,66
"NEIL2",4,4,5,3,3,3
"NEIL3",4,3,7,0,0,0
"NEK1",93,76,91,77,73,61
"NEK11",18,24,17,24,24,12
"NEK2",99,68,145,34,15,12
"NEK4",69,80,72,141,115,83
"NEK6",274,253,212,159,90,118
"NEK7",121,121,142,119,95,62
"NEK8",29,17,39,29,31,28
"NEK9",796,729,804,848,708,614
"NELF",267,243,263,129,203,175
"NENF",95,81,73,62,62,48
"NES",100,97,101,15,24,15
"NET1",3006,2658,1414,847,1021,1042
"NETO2",22,23,18,8,8,6
"NEU1",215,172,192,217,209,171
"NEU2",10,11,23,16,13,12
"NEU3",15,20,21,36,27,28
"NEURL1B",32,26,37,28,23,17
"NEURL2",26,26,28,74,56,48
"NEURL3",312,256,183,12,14,17
"NEURL4",292,227,262,326,358,261
"NEXN",30,23,18,3,4,3
"NF1",201,207,253,414,249,164
"NF2",412,340,322,457,390,322
"NFAT5",815,763,773,1106,823,541
"NFATC1",89,99,100,81,75,58
"NFATC2",37,30,24,28,23,14
"NFATC2IP",26,27,29,52,23,30
"NFATC3",433,385,414,693,556,408
"NFATC4",82,103,64,14,106,63
"NFE2",23,13,25,47,63,17
"NFE2L1",287,287,266,362,340,213
"NFE2L2",1087,1195,980,1263,1824,934
"NFIA",401,544,390,639,743,561
"NFIB",61,137,142,208,215,90
"NFIC",440,429,425,495,540,359
"NFIL3",491,625,371,352,180,487
"NFIX",176,152,169,310,245,237
"NFKB2",346,251,239,201,176,100
"NFKBIA",826,678,671,437,471,229
"NFKBIB",130,143,124,157,134,136
"NFKBIE",93,76,59,45,49,23
"NFKBIL1",51,49,48,54,57,38
"NFKBIZ",405,507,352,209,215,219
"NFRKB",312,293,302,320,284,284
"NFS1",1215,1446,1258,2218,2433,1877
"NFU1",137,138,121,143,143,95
"NFX1",679,680,708,864,782,703
"NFXL1",191,160,181,248,123,204
"NFYA",71,38,43,35,42,18
"NFYB",197,327,175,325,408,382
"NFYC",315,362,256,342,323,295
"NG23",3,1,2,1,1,0
"NG35",31,16,23,29,29,26
"NGDN",142,149,141,95,125,90
"NGEF",236,252,252,368,255,309
"NGFR",8,3,3,7,8,3
"NGFRAP1",51,44,59,20,24,14
"NGLY1",492,490,478,731,596,474
"NGP",6,2,2,2,1,0
"NGRN",170,150,151,268,208,187
"NHEJ1",50,44,33,24,11,9
"NHLRC1",14,10,15,32,37,31
"NHLRC2",446,565,494,540,436,367
"NHP2",136,116,127,76,83,65
"NHP2L1",95,90,79,87,83,61
"NHS",2,4,3,3,0,1
"NIACR1",35,47,13,0,1,5
"NID2",256,147,265,81,225,82
"NID67",120,84,68,12,15,11
"NIF3L1",76,80,65,81,56,64
"NIN",77,95,117,55,40,27
"NINJ1",1639,1666,1463,1295,1289,945
"NINJ2",3,5,3,7,4,3
"NIP30",222,183,224,207,220,193
"NIP7",153,156,131,134,126,89
"NIPA1",55,56,57,63,48,31
"NIPA2",340,393,349,401,335,279
"NIPAL1",151,165,154,113,120,109
"NIPAL2",145,127,131,100,135,34
"NIPSNAP1",1412,1799,1687,3201,3006,2580
"NIPSNAP3B",785,708,628,802,800,704
"NIT1",833,1039,954,1366,1386,969
"NIT2",1360,2079,1532,3533,3259,2180
"NKAP",62,80,88,124,112,89
"NKD2",38,28,29,18,32,8
"NKG7",53,42,55,16,9,4
"NKIRAS1",126,121,138,173,134,178
"NKIRAS2",93,78,98,87,105,88
"NKR-P1C",5,6,6,6,1,1
"NKX1-2",1,0,0,4,9,1
"NLE1",75,75,71,68,45,52
"NLGN2",44,19,24,30,28,13
"NLGN3",2,1,6,3,3,1
"NLK",119,104,99,205,143,105
"NLN",796,937,764,724,807,645
"NLRP10",2,4,3,1,3,1
"NLRP12",95,129,188,494,188,257
"NLRP1A",116,71,113,55,40,18
"NLRP3",144,91,153,76,56,47
"NLRX1",161,176,165,298,221,205
"NMD3",255,302,291,223,186,152
"NME1",283,313,354,225,238,183
"NME2",2046,2069,1978,1408,1459,1231
"NME3",94,93,128,231,237,171
"NME4",3,3,7,1,3,0
"NME6",50,70,73,90,69,57
"NME7",73,60,64,94,69,90
"NMI",300,278,242,190,173,102
"NMNAT1",161,146,155,290,280,210
"NMNAT3",78,109,91,171,109,133
"NMRAL1",52,92,74,64,65,66
"NMT1",629,637,565,693,610,452
"NMT2",46,33,33,21,24,8
"NNAT",36,31,27,19,34,21
"NNMT",555,698,502,374,289,381
"NNT",2100,2236,2097,2197,2423,1769
"NOA1",60,61,54,76,43,33
"NOB1",280,289,299,329,316,279
"NOC2L",322,382,376,414,308,353
"NOC3L",156,176,152,160,104,122
"NOC4L",165,106,122,142,130,102
"NOD1",447,318,326,296,291,164
"NOD2",75,43,56,18,15,13
"NOL10",175,164,167,168,107,105
"NOL12",55,68,69,49,53,35
"NOL3",48,37,45,8,11,2
"NOL8",193,216,233,145,111,106
"NOLC1",675,754,667,512,391,442
"NOMO1",1038,926,1161,1168,984,929
"NONO",1369,1148,1252,1218,1078,782
"NOP10",84,68,88,130,103,93
"NOP14",234,238,251,241,180,175
"NOP16",238,243,213,231,180,185
"NOP2",284,296,264,288,179,214
"NOP56",310,346,360,243,169,146
"NOP58",482,510,485,351,255,208
"NOS1",3,3,3,0,0,0
"NOS1AP",49,55,63,36,47,42
"NOS2",161,58,73,2,0,0
"NOS3",164,163,192,132,134,87
"NOSIP",125,134,106,144,146,107
"NOSTRIN",268,304,220,156,147,166
"NOTCH1",423,344,406,404,391,262
"NOTCH2",365,478,413,527,348,336
"NOTCH3",214,130,170,46,98,44
"NOTCH4",107,87,147,62,74,50
"NOV",128,32,85,14,12,6
"NOX4",59,72,46,434,440,154
"NPAP60",351,306,319,382,410,286
"NPAS1",3,4,2,6,2,1
"NPAS2",88,116,84,242,176,112
"NPAT",166,183,216,194,171,137
"NPC2",1574,1391,1469,1135,951,686
"NPDC1",193,124,146,77,135,42
"NPEPL1",526,593,577,595,591,493
"NPEPO",28,26,30,35,27,28
"NPEPPS",599,502,543,588,485,343
"NPHP1",122,131,138,168,169,127
"NPHP3",44,36,54,69,42,55
"NPHP4",21,12,9,7,10,4
"NPHS1",0,1,6,2,5,4
"NPL",141,124,117,53,53,32
"NPLOC4",638,548,567,980,734,612
"NPM1",1144,1017,985,897,712,588
"NPR1",287,242,248,259,288,170
"NPR2",36,34,21,24,23,15
"NPR3",16,7,15,17,26,13
"NPRL2",127,150,110,231,158,143
"NPRL3",46,64,76,108,121,94
"NPTN",872,702,723,613,631,520
"NPTX2",16,12,15,1,2,0
"NPTXR",24,10,15,10,7,5
"NPW",4,5,4,1,0,0
"NPY",111,33,85,9,18,39
"NPY1R",4,1,0,0,2,0
"NQO1",579,510,1202,749,636,442
"NQO2",300,366,372,570,578,373
"NR0B2",230,137,163,628,655,339
"NR1D1",520,418,421,1155,1204,1376
"NR1H2",529,509,474,560,506,382
"NR1H3",971,1012,1018,1387,1399,920
"NR1H4",436,781,601,984,1250,629
"NR1I2",1477,1641,1710,1858,1299,1515
"NR1I3",65,115,149,447,255,247
"NR2C1",168,180,153,141,171,139
"NR2C2",98,99,134,130,148,82
"NR2F1",12,8,10,21,27,19
"NR2F2",166,132,164,246,296,139
"NR2F6",678,746,614,1031,938,769
"NR3C1",1559,2022,1563,2834,4036,1437
"NR3C2",136,167,100,166,133,109
"NR4A1",79,65,41,18,79,5
"NR4A2",29,12,20,30,33,18
"NR4A3",42,25,14,1,2,0
"NR5A2",221,274,216,399,278,231
"NRADD",9,3,14,1,1,0
"NRAP",13,4,26,1,0,3
"NRARP",41,45,40,12,37,13
"NRAS",321,222,265,171,157,145
"NRBF2",25,42,37,61,34,18
"NRBP2",550,445,525,708,760,696
"NRCAM",81,114,116,16,61,4
"NRD1",1039,1000,974,1176,1110,904
"NREP",41,72,46,297,845,297
"NRF1",104,83,95,78,73,49
"NRG1",216,226,225,37,24,33
"NRG2",18,15,10,6,3,4
"NRG4",10,4,9,1,0,1
"NRGN",74,50,70,8,15,16
"NRIP1",509,679,480,404,296,271
"NRIP3",66,57,48,18,17,9
"NRK",2,2,3,0,0,1
"NRM",22,12,29,10,7,5
"NRP1",180,171,209,175,251,73
"NRP2",206,182,176,106,158,67
"NRTN",4,1,2,8,11,10
"NRXN1",6,5,10,5,5,3
"NRXN2",96,75,91,100,98,56
"NRXN3",0,0,1,4,13,1
"NS5ATP4",1,3,6,4,1,0
"NS5ATP9",40,19,35,6,1,3
"NSD1",424,500,564,789,612,390
"NSDHL",1215,1592,2055,3963,3993,2915
"NSF",226,203,235,214,173,143
"NSFL1C",623,634,576,846,673,536
"NSG1",13,7,4,5,9,0
"NSG2",6,3,5,3,1,0
"NSMAF",210,186,189,268,227,176
"NSMCE1",152,159,149,149,151,102
"NSMCE2",134,144,137,116,118,90
"NSMCE4A",102,73,74,101,78,68
"NSRP1",174,149,168,161,164,109
"NSUN2",1022,1056,992,892,767,750
"NSUN4",124,122,143,192,175,114
"NSUN5",71,70,72,100,84,73
"NSUN6",34,21,29,15,15,6
"NT5C3",170,173,188,176,150,125
"NT5C3L",84,56,88,67,56,42
"NT5DC1",214,267,291,443,359,252
"NT5DC2",50,40,61,17,41,17
"NT5DC3",96,96,91,55,43,32
"NT5E",1381,1232,1170,2015,1988,1447
"NT5M",6,5,7,11,8,5
"NTAN1",379,397,379,443,369,340
"NTF3",82,54,12,15,25,59
"NTF4",4,1,3,2,0,1
"NTHL1",88,71,104,90,90,76
"NTM",1,2,1,6,13,5
"NTN1",52,48,34,71,85,29
"NTN3",1,8,3,8,3,3
"NTNG1",47,40,58,58,69,32
"NTNG2",93,64,54,27,20,11
"NTPCR",144,175,148,273,257,179
"NTRK1",1,2,0,3,1,0
"NTRK2",5,2,1,3,5,1
"NTRK3",3,1,3,1,1,0
"NTSR1",4,8,3,23,7,11
"NUAK1",31,28,28,80,43,70
"NUAK2",268,131,148,176,96,104
"NUB1",643,607,583,531,418,309
"NUBP1",366,355,383,335,364,266
"NUBP2",341,309,307,321,324,260
"NUBPL",85,82,74,105,103,82
"NUCB1",2802,2608,2538,2964,2949,2421
"NUCB2",1545,990,1289,1266,979,797
"NUCKS1",530,526,586,467,415,374
"NUDC",739,731,723,819,754,528
"NUDCD1",82,83,103,109,58,87
"NUDCD2",252,212,271,167,158,163
"NUDT1",27,19,11,16,23,17
"NUDT12",193,171,161,425,329,243
"NUDT14",64,97,80,130,139,100
"NUDT15",11,14,9,9,11,6
"NUDT16",52,69,75,113,80,84
"NUDT16L1",149,175,180,249,287,159
"NUDT18",169,136,198,137,171,99
"NUDT19",273,274,197,340,293,273
"NUDT2",64,88,94,126,97,78
"NUDT21",272,242,299,271,235,188
"NUDT22",65,54,45,97,84,52
"NUDT3",480,442,424,600,552,412
"NUDT4",4571,4207,3608,2919,2336,2490
"NUDT5",204,182,203,115,115,97
"NUDT6",63,76,62,109,104,78
"NUDT7",116,129,141,122,152,126
